stock name,price,board,volume,buy_volume,sell_volume,date,time,Period End 1,Revenue 1,P&L 1,EPS 1,Period End 2,Revenue 2,P&L 2,EPS 2,Period End 3,Revenue 3,P&L 3,EPS 3,Period End 4,Revenue 4,P&L 4,EPS 4,Financial Date,Sales,Ebitda,Ebit,Net Profit,Intangibles,Fixed Asset,Long Term Investment,Inventories,Cash,Current Liabilites,Long_debt,Provisions,Minorities,Total Shareholder Equity,Operating Margin,Return on Equity Capital,Net Profit Margin,Current Ratio,Debt to Capital at book 
SKB SHUTTERS CORPORATION BHD,0.580,Main,0,0.560 / 14,0.650 / 30,29 Mar 2019,7:12 PM,31 Dec 2018,"20,839","2,137",5.34,30 Sep 2018,"16,539",413,1.03,30 Jun 2018,"14,341",-576,-1.44,31 Mar 2018,"14,607",116,0.29,30 Jun 2018,"64,278",-,-,"1,975",0,"95,990",0,"30,822","7,865","33,751","40,870",0,0,"79,544",9.82,-,3.07,1.78,-
SIMEPROP-CL: CW SIME DARBY PROPERTY BERHAD (KIBB),0.060,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Jun 2016,"3,073,561",-,-,"779,938","5,878","846,083","2,028,902","4,274,656","906,010","2,460,815","4,228,225","253,620",0,"5,683,366",37.2,-,25.38,2.66,-
SINOTOP HOLDINGS BERHAD,0.270,Main,40,0.270 / 505,0.285 / 145,29 Mar 2019,7:12 PM,31 Dec 2018,"29,163",-744,-0.19,30 Sep 2018,"29,305","1,508",0.38,30 Jun 2018,"31,910","4,074",0.62,30 Jun 2018,"31,910","4,074",0.62,30 Jun 2018,"217,506",-,-,122,"6,378","42,332","6,020","13,309","62,026","11,764",0,0,0,"182,251",1.19,-,0.06,11.49,-
SKPRES-CN: CW SKP RESOURCES BERHAD (AM),0.040,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"412,769","46,025","37,653","29,321","5,406","73,612","1,695","25,490","21,975","74,914",0,0,0,"220,072",9.63,14,7.1,2.94,0
SIGNATURE INTERNATIONAL BHD,0.490,Main,409,0.490 / 1,0.495 / 360,29 Mar 2019,7:12 PM,31 Dec 2018,"40,974",805,0.20,30 Sep 2018,"40,745","1,353",0.60,30 Jun 2018,"64,079","-1,865",-1.30,31 Mar 2018,"54,195","3,834",1.60,30 Jun 2018,"225,997",-,-,"6,686",395,"86,888",0,"9,625","14,789","107,384","48,723",0,0,"179,656",7.28,-,2.96,1.78,-
SLP RESOURCES BHD,1.220,Main,30,1.180 / 16,1.220 / 101,29 Mar 2019,7:12 PM,31 Dec 2018,"47,358","7,266",2.29,31 Mar 2018,"44,169","5,170",1.63,30 Sep 2018,"52,171","6,228",1.96,30 Jun 2018,"44,371","6,589",2.08,31 Dec 2017,"180,131","27,782","23,544","19,213",22,"62,071",257,"27,128","64,759","18,409",0,0,0,"168,306",13.55,12.83,10.67,7.16,0
SENI JAYA CORPORATION BHD,0.540,Main,0,0.520 / 100,0.580 / 50,29 Mar 2019,7:12 PM,31 Dec 2018,"4,592","-1,074",-2.65,30 Sep 2018,"4,593",34,0.08,30 Jun 2018,"4,077",2,0.00,31 Mar 2018,"4,310",273,0.67,31 Dec 2017,"18,081",-,-,-77,0,"12,130",312,0,"8,587","7,198",0,0,0,"54,120",1.03,-,-0.43,5.6,-
SKPRES-CO: CW SKP RESOURCES BERHAD (RHB),0.040,Warr,"12,200","0.035 / 5,000","0.045 / 3,500",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"412,769","46,025","37,653","29,321","5,406","73,612","1,695","25,490","21,975","74,914",0,0,0,"220,072",9.63,14,7.1,2.94,0
SINMAH CAPITAL BERHAD,0.180,Main,"29,969","0.180 / 2,676","0.185 / 4,697",29 Mar 2019,7:12 PM,31 Dec 2018,"31,660","-14,278",-6.53,30 Sep 2018,"40,049","-14,647",-12.72,30 Jun 2018,"41,018","-5,005",-8.09,31 Mar 2018,"69,284","-5,222",-8.50,31 Dec 2017,"299,532","-16,735","35,305","15,028","2,286","11,038",0,"31,228","3,815","146,274","15,656",0,0,"110,897",12.33,14.53,5.02,1.66,0.41
SKPRES-CP: CW SKP RESOURCES BERHAD (KIBB),0.050,Warr,"4,000",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"412,769","46,025","37,653","29,321","5,406","73,612","1,695","25,490","21,975","74,914",0,0,0,"220,072",9.63,14,7.1,2.94,0
SKPRES-CQ: CW SKP RESOURCES BERHAD (MIBB),0.115,Warr,"8,500",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2014,"412,769","46,025","37,653","29,321","5,406","73,612","1,695","25,490","21,975","74,914",0,0,0,"220,072",9.63,14,7.1,2.94,0
SL INNOVATION CAPITAL BERHAD,0.420,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,31 Dec 2018,"17,247","1,117",0.88,30 Jun 2018,"14,064",529,0.44,30 Jun 2018,"14,064",529,0.44,,,,,31 Dec 2017,"35,737",-,-,"4,203",86,"7,978",0,0,"2,430","9,843","1,009",0,0,"9,385",15.72,-,11.76,1.27,-
SINMAH CAPITAL BERHAD - WARRANTS 2018/2023,0.095,Main,"1,664",0.090 / 107,"0.095 / 1,199",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"455,381","42,351","31,001","4,330","2,444","140,113",270,"33,049","49,441","245,066","60,490",0,0,"98,933",7.1,4.63,0.95,1.12,0.61
SMTRACK BERHAD,0.095,Ace,0,"0.085 / 1,500","0.095 / 1,120",29 Mar 2019,7:12 PM,31 Jan 2019,424,53,0.04,31 Oct 2018,425,36,0.02,31 Jul 2018,661,"-4,367",-3.04,30 Apr 2018,375,-420,-0.29,31 Jul 2018,"1,510",-,-,"-3,873",0,196,0,0,21,"1,756",0,0,0,"12,694",-256.36,-,-256.49,8.12,-
SMRT HOLDINGS BERHAD,0.120,Ace,50,0.115 / 500,"0.120 / 1,548",29 Mar 2019,7:12 PM,31 Dec 2018,"43,568","4,975",1.36,31 Dec 2018,"43,568","4,975",1.36,30 Sep 2018,"45,192","-4,057",-0.57,30 Jun 2018,"26,106","-8,328",-1.45,31 Dec 2017,"101,615",-,-,"97,571","4,351","5,111","129,159",703,"5,633","43,339","11,702",0,0,"149,799",101.6,-,96.02,1.53,-
SENTORIA GROUP BERHAD,0.400,Main,0,0.365 / 60,0.400 / 202,29 Mar 2019,7:12 PM,31 Dec 2018,"73,193","4,054",0.74,30 Sep 2018,"63,509","-2,290",-0.41,30 Jun 2018,"66,897","7,126",1.27,31 Mar 2018,"75,257","12,164",2.15,30 Sep 2018,"293,005",-,-,"28,066",3,"516,677","7,990","221,015","5,860","448,415","253,134",0,0,"536,154",10.32,-,9.58,1.24,-
SENTORIA GROUP BERHAD-WARRANTS A,0.005,Main,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Sep 2013,"207,511","54,813","46,835","53,093",3,"218,875","2,548","48,516","6,235","152,499","56,445",0,0,"248,471",22.75,23.71,25.59,1.17,0.18
SAND NISKO CAPITAL BERHAD,0.235,Main,0,0.235 / 20,0.245 / 100,29 Mar 2019,7:12 PM,31 Dec 2018,"3,447","-1,273",-1.93,30 Sep 2018,"3,084",-354,-0.54,30 Jun 2018,"3,005",-936,-1.42,31 Mar 2018,"5,097",-257,-0.39,31 Dec 2017,"26,066",-,-,"-3,743",0,"33,411",0,"3,150",419,"8,576",0,0,0,"27,206",-15.07,-,-14.36,0.87,-
SMIS CORPORATION BHD,0.480,Main,0,0.390 / 2,0.480 / 87,29 Mar 2019,7:12 PM,31 Dec 2018,"33,349","-2,861",-6.32,30 Sep 2018,"32,584",571,0.15,30 Jun 2018,"29,618",-234,-1.43,31 Dec 2017,"31,604","-1,288",-4.35,31 Dec 2017,"138,559","6,014","-1,628","-4,671","12,818","45,381",0,"16,153","8,257","39,361","10,394",0,0,"76,770",-2.69,-5.81,-3.37,1.7,0.21
SIMEPROP-CJ: CW SIME DARBY PROPERTY BERHAD (CIMB),0.020,Warr,0,0.005 / 200,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Jun 2016,"3,073,561",-,-,"779,938","5,878","846,083","2,028,902","4,274,656","906,010","2,460,815","4,228,225","253,620",0,"5,683,366",37.2,-,25.38,2.66,-
SENTORIA GROUP BERHAD-WARRANTS B 2018/2025,0.050,Main,0,0.050 / 810,0.075 / 6,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Sep 2013,"207,511","54,813","46,835","53,093",3,"218,875","2,548","48,516","6,235","152,499","56,445",0,0,"248,471",22.75,23.71,25.59,1.17,0.18
SOLID AUTOMOTIVE BERHAD - WARRANTS 2015/2020,0.070,Main,0,0.065 / 200,0.075 / 200,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Apr 2013,"108,794","12,931","13,341","9,404",0,"31,387",102,"34,489","12,478","22,855",607,0,0,"82,012",12.26,,8.64,,
SOLID AUTOMOTIVE BHD,0.310,Main,0,0.280 / 171,0.310 / 389,29 Mar 2019,7:12 PM,31 Jan 2019,"42,163",281,0.05,31 Oct 2018,"35,862",715,0.18,31 Jul 2018,"29,493",136,0.03,30 Apr 2018,"30,482",53,0.01,30 Apr 2018,"129,241",-,-,"2,661",0,"47,083",103,"51,727","10,436","24,767","1,930",0,0,"140,313",3.87,-,2.06,4.35,-
SOLUTION ENGINEERING HOLDINGS,0.085,Ace,570,"0.085 / 3,575","0.090 / 4,043",29 Mar 2019,7:12 PM,31 Dec 2018,"4,443","-1,129",-0.35,30 Sep 2018,"3,081",-446,-0.15,30 Jun 2018,"3,059",-739,-0.25,31 Mar 2018,"2,516","-1,250",-0.36,31 Dec 2017,"24,334",-,-,"7,978",78,"9,747","1,020","1,163","15,169","3,052","2,998",0,0,"43,792",41.16,-,32.79,12.9,-
SOLUTION ENGINEERING HOLDINGS BERHAD WARRANTS A,0.025,Ace,45,"0.025 / 4,175","0.035 / 2,299",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"12,648","2,207","1,463",764,"2,116","4,505","1,163",834,"11,844","3,629",719,0,0,"25,121",11.57,3.33,6.04,6.12,0.04
SECUREMETRIC BERHAD,0.540,Ace,532,0.530 / 242,0.540 / 90,29 Mar 2019,7:12 PM,31 Dec 2018,"11,865",-454,-0.21,,,,,,,,,,,,,31 Dec 2017,"44,767",-,-,"6,016","1,934",745,251,"2,084","17,250","19,808","1,995",0,0,"19,547",14.42,-,13.44,1.94,-
SP500-CG: CW S&P 500 INDEX (MACQ),0.820,Warr,484,0.000 / 0,0.865 / 100,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP500-CH: CW S&P 500 INDEX (MACQ),1.450,Warr,600,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP500-CI: CW S&P 500 INDEX (MACQ),0.860,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP500-HI: PW S&P 500 INDEX (MACQ),0.800,Warr,0,0.000 / 0,1.050 / 50,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP500-HH: PW S&P 500 INDEX (MACQ),0.265,Warr,418,0.265 / 500,0.440 / 140,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTH MALAYSIA INDUSTRIES BHD,0.170,Main,"3,326","0.170 / 1,539","0.175 / 2,833",29 Mar 2019,7:12 PM,31 Dec 2018,"17,511","6,946",3.38,30 Sep 2018,"17,939","-1,834",-0.74,30 Jun 2018,"14,195","-2,661",-1.13,31 Dec 2017,"19,267","1,577",-0.17,31 Dec 2017,"64,078",-,-,"28,401",0,"12,387","28,789","19,447","26,537","38,593","13,510",0,0,"163,663",50.27,-,44.32,1.92,-
SPSETIA-C10: CW S P SETIA BERHAD (CIMB),0.010,Warr,0,0.000 / 0,0.015 / 250,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
SPRITZER BHD,2.190,Main,0,2.110 / 37,2.190 / 133,29 Mar 2019,7:12 PM,31 Dec 2018,"85,498","3,392",1.62,30 Sep 2018,"95,997","7,371",3.51,30 Jun 2018,"83,642","6,679",3.18,31 Mar 2018,"82,547","6,783",3.23,,,,,,,,,,,,,,,,,,,,
SP SETIA BHD,2.270,Main,"24,895",2.210 / 35,2.270 / 97,29 Mar 2019,7:12 PM,31 Dec 2018,"1,019,115","128,172",0.86,30 Sep 2018,"993,002","98,442",1.67,30 Jun 2018,"925,970","491,237",11.48,31 Mar 2018,"655,502","80,444",1.70,31 Dec 2017,"4,571,543","1,442,938","1,406,914","969,093","15,497","425,120","2,463,085","3,522,830","5,579,300","8,701,130","4,914,092",0,0,"13,798,219",30.78,8.06,21.2,1.43,0.25
SPSETIA-C13: CW S P SETIA BERHAD (MACQ),0.065,Warr,"2,800",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
SP500-HG: PW S&P 500 INDEX (MACQ),0.160,Warr,184,0.145 / 35,0.160 / 83,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPSETIA-C14: CW S P SETIA BERHAD (CIMB),0.130,Warr,8,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
SPSETIA-C12: CW S P SETIA BERHAD (KIBB),0.095,Warr,800,0.085 / 770,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
S P SETIA BERHAD - ISLAMIC REDEEMABLE CONVERTIBLE PREFERENCE SHARES B (RCPS-I B),0.770,Main,0,0.770 / 50,0.800 / 144,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
SARAWAK OIL PALMS BHD,2.470,Main,0,2.470 / 16,2.570 / 3,29 Mar 2019,7:12 PM,31 Dec 2018,"983,281","6,337",1.22,31 Dec 2018,"983,281","6,337",1.22,30 Sep 2018,"870,342","19,258",3.11,30 Jun 2018,"774,907","12,737",1.85,31 Dec 2017,"4,913,351",-,-,"238,779","173,139","2,578,203",0,"371,944","639,177","918,550","791,061",0,0,"2,201,686",8.49,-,4.86,1.55,-
SPSETIA-C15: CW S P SETIA BERHAD (RHB),0.150,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
SILVER RIDGE HOLDINGS BHD,0.205,Ace,"4,772","0.205 / 1,008",0.210 / 725,29 Mar 2019,7:12 PM,31 Dec 2018,"5,632","-1,272",-0.34,30 Sep 2018,"3,308",-934,-0.77,30 Jun 2018,"3,371","3,682",3.04,31 Mar 2018,"4,735",-595,-0.49,30 Jun 2018,"27,284",-,-,617,3,"1,155",274,"1,793","6,336","14,673",0,0,0,"10,133",4.4,-,2.26,1.18,-
SOUTHERN STEEL BERHAD - RCULS 2015/2020,0.760,Bond,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Jun 2013,"2,822,838","147,701","71,658","42,177","30,256","977,108","80,619","753,946","86,840","1,039,501","228,124","23,993",0,"866,861",2.55,4.93,1.49,1.04,0.47
SILVER RIDGE HLDG-WARRANT13/23,0.055,Ace,"2,100","0.050 / 3,400",0.055 / 89,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"42,535","13,552","1,951",517,49,"1,392","7,319","1,402","5,750","22,413",0,0,0,"16,557",4.9,3.17,1.22,1.63,0.2
SPSETIA-C16: CW S P SETIA BERHAD (MIBB),0.075,Warr,"20,000",0.000 / 0,0.085 / 699,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
SOUTHERN STEEL BHD,0.830,Main,46,0.830 / 10,0.835 / 280,29 Mar 2019,7:12 PM,31 Dec 2018,"809,508","-44,386",-10.24,30 Sep 2018,"929,035","1,812",0.41,30 Jun 2018,"888,636","35,476",8.12,31 Mar 2018,"953,368","52,300",12.07,30 Jun 2018,"3,698,191",-,-,"210,847","30,256","1,156,271","16,239","842,202","54,550","1,261,357","189,958","31,632",0,"972,087",7.37,-,5.7,0.95,-
STERLING PROGRESS BERHAD,0.185,Ace,"6,927",0.170 / 455,0.185 / 253,29 Mar 2019,7:12 PM,31 Dec 2018,"25,531",687,0.21,30 Sep 2018,"23,224","1,310",0.43,30 Jun 2018,"9,571","-2,719",-0.01,31 Mar 2018,"14,266",753,0.02,,,,,,,,,,,,,,,,,,,,
STERLING PROGRESS BERHAD - WARRANTS 2011/2021,0.035,Ace,"4,000","0.030 / 1,640","0.035 / 1,360",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S P SETIA BERHAD - ISLAMIC REDEEMABLE CONVERTIBLE PREFERENCE SHARES (RCPS-I),0.900,Main,160,0.900 / 1,0.905 / 30,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
STONE MASTER CORPORATION BHD - WARRANTS  A  2015/2020,0.005,Main,"11,299",0.005 / 1,"0.010 / 11,365",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,30 Sep 2013,"67,051",-877,"-2,347","-4,492",0,"22,752",28,"7,574",931,"27,916","13,074",0,0,"13,710",-3.49,-31.85,-6.7,1.08,0.45
SPSETIA-C11: CW S P SETIA BERHAD (RHB),0.065,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,01 Nov 2012,0,0,0,0,0,"88,286","543,652","1,693,420","1,480,283","2,992,499","1,945,689",0,0,"4,210,756",-,0,-,1.36,0.38
SUBUR TIASA HOLDINGS BHD,0.545,Main,215,0.500 / 135,0.545 / 39,29 Mar 2019,7:12 PM,31 Jan 2019,"73,750","-8,925",-4.61,31 Oct 2018,"86,914",230,0.06,31 Jul 2018,"70,398","-13,028",-7.00,30 Apr 2018,"57,748","-3,541",-1.90,31 Jul 2018,"322,163",-,-,"-19,110","2,720","914,727","25,321","110,736","11,222","593,869","9,322",0,0,"605,365",2.88,-,-5.93,0.43,-
SUIWAH CORPORATION BHD,2.690,Main,30,2.680 / 50,2.700 / 76,29 Mar 2019,7:12 PM,30 Nov 2018,"97,180",-604,-1.06,31 Aug 2018,"101,058","2,496",4.36,31 May 2018,"99,543","4,933",8.70,28 Feb 2018,"115,535","2,897",5.06,31 May 2018,"416,188",-,-,"11,689","10,269","202,987","14,680","75,408","18,022","138,130","37,193",0,0,"230,713",4.55,-,2.81,1.14,-
STRAITS INTER LOGISTICS BERHAD,0.270,Ace,"50,265","0.265 / 1,800","0.270 / 26,898",29 Mar 2019,7:12 PM,31 Dec 2018,"105,763","2,925",0.28,30 Sep 2018,"69,390","1,043",0.25,30 Jun 2018,"44,198",741,0.19,31 Mar 2018,"36,441",536,0.17,31 Dec 2017,"134,567",-,-,"2,526",0,"6,103",0,"1,072","2,790","7,075",0,0,0,"36,656",2.19,-,1.88,5.32,-
STONE MASTER CORPORATION BHD,0.055,Main,"16,607",0.045 / 263,"0.055 / 3,269",29 Mar 2019,7:12 PM,31 Dec 2018,"11,469",-385,-0.43,30 Sep 2018,"9,531","-1,581",-1.76,30 Jun 2018,"9,624","-1,497",-1.67,31 Mar 2018,"13,615",-889,-0.99,30 Sep 2018,"42,154",-,-,"-4,997",0,"16,501",28,"5,054","2,198","42,975","1,379",0,0,"-1,772",-10.3,-,-11.85,0.46,-
SELANGOR PROPERTIES BHD,6.250,Main,"1,250","6.250 / 4,944",6.260 / 275,29 Mar 2019,7:12 PM,31 Jan 2019,"48,038","23,035",6.70,31 Oct 2018,"46,513",-993,-0.29,31 Jul 2018,"39,357","33,202",9.66,30 Apr 2018,"38,724","6,631",1.93,31 Oct 2018,"153,284",-,-,"-2,096",0,"52,195","24,388","206,062","404,009","122,177","207,620",0,0,"2,462,769",14.4,-,-1.37,9.92,-
STAR MEDIA GROUP BERHAD,0.755,Main,744,"0.755 / 1,524",0.760 / 195,29 Mar 2019,7:12 PM,31 Dec 2018,"93,041","-8,917",-1.23,30 Sep 2018,"91,123","1,576",0.21,30 Jun 2018,"99,489","1,448",0.19,31 Mar 2018,"109,027","11,389",1.53,31 Dec 2017,"674,532","220,604","49,165","90,293","43,024","330,061","10,660","25,607","480,807","250,422",0,0,0,"875,273",10.9,8.54,13.39,2.51,0.09
STRAITS INTER LOGISTICS BERHAD - WARRANTS 2017/2022,0.170,Ace,"31,869","0.165 / 3,643","0.170 / 19,669",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"2,424","1,736",847,89,96,"8,626",0,975,45,"2,907","3,963",0,0,"6,425",34.94,1.41,3.67,1.51,0.37
SUMATEC RES BHD-WARRANTS 11/21,0.010,Main,"4,674",0.000 / 0,"0.010 / 15,720",29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"80,148","133,516","109,194","73,862","302,100",368,"127,200",0,"5,065","26,864",0,0,0,"426,585",132.66,41.12,92.16,0.24,0.04
SUMATEC RESOURCES BHD,0.005,Main,"14,216","0.005 / 3,224,150","0.010 / 662,593",29 Mar 2019,7:12 PM,31 Dec 2018,0,-826,-0.02,30 Sep 2018,0,"-1,116",-0.03,30 Jun 2018,"1,492","-1,258",-0.03,31 Mar 2018,"1,492",457,0.01,31 Dec 2017,"29,041",-,-,"-113,947","298,954","1,383",0,0,"1,395","311,785",0,0,0,"539,122",-366.61,-,-392.37,0.94,-
SUCCESS TRANSFORMER CORP BHD,0.670,Main,"1,344",0.660 / 104,0.670 / 185,29 Mar 2019,7:12 PM,31 Dec 2018,"88,757","7,177",2.53,30 Sep 2018,"81,193","6,117",2.37,30 Jun 2018,"73,989","-8,616",-2.76,31 Mar 2018,"76,159",157,0.44,30 Jun 2018,"326,143",-,-,"7,160","6,921","120,283",593,"107,359","36,354","92,979","13,681",0,0,"339,097",4.63,-,2.2,2.99,-
SUNCON-CW: CW SUNWAY CONSTRUCTION GROUP BERHAD (KIBB),0.100,Warr,"1,500",0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2011,"1,323,955","131,998","131,998","104,110",0,"585,783",0,0,0,"679,100",0,0,"38,122","634,013",9.97,17.78,7.86,1.19,0
SUNWAY REAL ESTATE INVT TRUST,1.800,Main,"50,935","1.790 / 3,004","1.800 / 13,736",29 Mar 2019,7:12 PM,31 Dec 2018,"139,500","66,445",2.25,30 Sep 2018,"143,741","73,009",2.48,30 Jun 2018,"136,252","207,113",7.04,31 Mar 2018,"141,515","70,352",2.38,30 Jun 2018,"560,406",-,-,"427,691",0,"13,591",0,0,"57,559","2,786,457","299,750",0,0,"4,353,236",95.35,-,76.32,0.08,-
SUNCON-CV: CW SUNWAY CONSTRUCTION GROUP BERHAD (AM),0.045,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2011,"1,323,955","131,998","131,998","104,110",0,"585,783",0,0,0,"679,100",0,0,"38,122","634,013",9.97,17.78,7.86,1.19,0
SUNCON-CU: CW SUNWAY CONSTRUCTION GROUP BERHAD (MIBB),0.055,Warr,0,0.000 / 0,0.105 / 10,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2011,"1,323,955","131,998","131,998","104,110",0,"585,783",0,0,0,"679,100",0,0,"38,122","634,013",9.97,17.78,7.86,1.19,0
SUNSURIA BERHAD,0.675,Main,435,0.670 / 10,0.675 / 6,29 Mar 2019,7:12 PM,31 Dec 2018,"82,947","12,726",1.34,30 Sep 2018,"133,763","29,708",3.11,30 Jun 2018,"107,819","33,057",3.19,31 Mar 2018,"139,074","36,944",3.80,30 Sep 2018,"491,479",-,-,"101,597","11,453","29,578","1,267","378,756","150,219","191,951","234,078",0,0,"927,269",34.28,-,20.67,3.94,-
SUNSURIA BERHAD - WARRANTS A 2015/2020,0.045,Main,674,0.045 / 550,0.055 / 212,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Mar 2013,"18,497",-616,"-1,559",976,0,"3,377","10,140","4,151","27,314","2,152",0,"1,074",0,"70,753",9.34,1.39,5.28,24.89,0
SUNZEN BIOTECH BHD,0.160,Ace,"3,250",0.155 / 300,"0.160 / 2,629",29 Mar 2019,7:12 PM,31 Dec 2018,"76,354","-7,825",-1.55,30 Sep 2018,"101,627","-1,441",-0.24,30 Jun 2018,"51,516","2,798",0.53,31 Mar 2018,"70,932",-469,-0.09,31 Dec 2017,"303,450",-,-,"3,474",0,"37,670",0,"6,086","47,400","17,483",150,0,0,"99,720",1.35,-,1.14,4.66,-
SUNZEN BIOTECH BERHAD - WARRANTS B 2016/2021,0.055,Ace,0,"0.035 / 3,739",0.050 / 160,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"37,326","4,845","4,159","3,508",0,"16,054",0,"11,973","7,961","8,343","4,294",0,0,"32,564",11.92,11.21,9.4,3.55,0.17
SUNWAY CONSTRUCTION GROUP BERHAD,1.910,Main,"30,306","1.910 / 1,848",1.920 / 49,29 Mar 2019,7:12 PM,31 Dec 2018,"626,015","36,830",2.83,30 Sep 2018,"557,317","36,501",2.82,30 Jun 2018,"544,275","35,878",2.78,31 Mar 2018,"529,228","35,823",2.77,31 Dec 2017,"2,076,290","203,567","166,731","137,830","5,864","149,844",273,"24,429","487,240","1,325,337",0,0,0,"554,845",8.68,26.29,6.64,1.3,0.15
SUNZEN BIOTECH BERHAD-Warrants 2014/2019,0.045,Ace,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"37,326","4,845","4,159","3,508",0,"16,054",0,"11,973","7,961","8,343","4,294",0,0,"32,564",11.92,11.21,9.4,3.55,0.17
SUPERMX-C50: CW SUPERMAX CORPORATION BERHAD (MACQ),0.005,Warr,0,0.000 / 0,0.000 / 0,29 Mar 2019,7:12 PM,,,,,,,,,,,,,,,,,31 Dec 2013,"1,048,151","226,497","150,854","119,715","28,716","522,315","219,392","192,661","167,130","320,864","113,806",0,0,"897,648",14.86,13.83,11.42,1.86,0.24
